,breed_primary,breed_mixed,breed_unknown,color_primary,age,sex,size,coat,fixed,house_trained,special_needs,shots_current,env_children,env_dogs
49612,130,0,0,13,0,0,2,4,1,1,0,1,1,1
49615,106,1,0,3,0,1,1,4,1,1,0,1,1,1
49618,84,1,0,12,3,1,1,3,1,0,0,1,0,0
49622,130,0,0,10,0,0,2,4,1,1,0,1,1,1
49636,106,1,0,2,2,1,1,3,1,0,0,1,0,0
49653,9,0,0,14,0,1,1,4,1,1,0,1,0,0
49659,106,1,0,2,1,0,2,4,1,0,0,1,1,1
49661,116,1,0,1,3,1,2,3,1,0,0,1,1,1
49662,116,1,0,1,3,0,2,4,1,0,0,1,1,1
49663,116,1,0,12,0,0,2,3,1,0,0,1,1,1
49664,106,1,0,4,0,1,2,4,1,0,0,1,1,1
49665,116,1,0,13,1,0,2,4,1,0,0,1,1,1
49666,116,1,0,12,1,0,2,4,1,0,0,1,1,1
49669,94,1,0,2,0,1,2,4,1,1,0,1,1,1
49675,130,1,0,0,1,0,2,4,1,0,0,1,1,1
49678,30,1,0,2,3,0,2,3,1,0,0,1,0,1
49680,116,1,0,12,0,1,3,3,1,1,0,1,1,1
49681,116,1,0,0,0,0,2,4,1,0,0,1,1,1
49682,95,1,0,13,0,0,2,3,1,1,0,1,1,1
49687,116,1,0,3,0,0,2,4,1,1,0,1,1,1
49688,152,1,0,1,3,1,2,2,1,1,0,1,1,1
49695,11,1,0,12,0,0,2,3,0,0,0,0,0,1
49697,94,0,0,12,3,1,1,4,1,0,0,1,1,1
49702,94,1,0,2,0,1,2,4,1,0,0,1,0,1
49706,94,0,0,2,0,1,1,4,1,0,0,1,1,1
49716,94,1,0,10,0,1,1,4,1,0,0,1,1,0
49717,116,0,0,4,3,1,3,4,0,0,1,1,1,1
49718,45,1,0,1,1,1,1,4,1,1,0,1,1,1
49732,116,0,0,2,0,1,1,4,1,1,0,1,1,1
49734,84,1,0,2,3,1,1,3,1,0,0,1,1,1
49735,94,1,0,2,0,0,2,4,1,1,0,1,1,1
49739,130,0,0,3,3,1,2,4,1,0,0,1,0,1
49748,9,1,0,2,0,1,1,4,1,0,1,1,0,0
49749,9,1,0,14,0,1,2,4,1,0,0,1,0,0
49775,27,0,0,1,1,1,0,4,1,1,0,1,1,1
49784,140,1,0,2,0,1,1,4,1,0,0,0,0,0
49785,58,1,0,10,0,1,0,4,1,0,0,0,1,1
49786,165,1,0,5,0,0,1,4,1,0,0,0,1,1
49787,165,1,0,0,0,1,2,3,0,0,0,0,1,1
49789,165,1,0,2,0,1,2,4,1,0,0,0,1,1
49791,49,1,0,4,0,0,3,4,0,0,0,0,0,0
49792,49,1,0,2,0,0,3,4,0,0,0,0,0,0
49793,25,1,0,3,3,1,2,4,1,0,0,1,1,1
49794,182,1,0,2,3,0,3,4,1,0,0,1,1,1
49800,165,1,0,12,3,1,1,4,1,0,0,0,1,1
49801,68,0,0,3,0,1,1,4,1,1,0,1,1,1
49802,116,1,0,6,0,0,1,4,1,0,0,1,0,0
49805,84,1,0,2,1,1,2,3,1,1,0,1,1,1
49808,165,1,0,14,3,1,1,3,1,1,0,1,1,1
49813,37,0,0,2,0,1,2,4,1,1,0,1,1,1
49822,130,0,0,6,0,0,2,4,1,1,0,0,1,1
49823,130,0,0,7,3,1,2,4,1,1,1,0,1,1
49824,130,0,0,6,0,0,2,3,1,1,0,0,1,1
49826,130,0,0,6,0,1,1,4,1,1,0,0,1,1
49828,130,0,0,0,0,1,1,4,1,1,0,0,0,1
49831,130,0,0,6,0,0,2,4,0,1,0,0,1,0
49832,130,1,0,2,0,0,2,4,0,1,0,0,1,1
49833,130,0,0,13,3,0,2,3,0,1,0,0,1,1
49834,130,0,0,13,0,0,2,4,0,1,0,0,1,1
49835,130,0,0,6,0,1,1,4,1,1,0,0,1,1
49836,130,0,0,10,3,1,1,4,1,1,0,0,1,1
49837,130,0,0,3,0,0,1,4,1,1,0,0,1,1
49838,130,0,0,3,0,0,2,4,1,1,0,1,1,1
49846,94,1,0,10,3,1,2,4,1,1,0,1,1,1
49847,106,0,0,2,0,0,1,3,0,0,0,0,0,1
49853,130,1,0,4,3,1,2,4,1,0,0,1,1,1
49858,49,1,0,1,0,1,3,3,1,0,0,1,1,1
49861,106,1,0,2,0,1,2,3,1,1,0,1,1,1
49862,132,1,0,6,3,0,2,4,1,1,0,1,1,0
49863,9,0,0,2,3,0,2,4,1,1,0,1,1,1
49864,130,1,0,4,0,1,2,4,1,0,0,0,0,0
49868,34,1,0,4,0,1,1,4,1,1,0,1,1,1
49869,113,1,0,12,1,0,2,4,1,1,0,1,1,1
49872,16,0,0,12,0,0,2,4,1,1,0,1,1,1
49888,34,1,0,3,0,0,1,4,0,0,0,1,1,1
49890,152,1,0,4,0,0,2,4,1,0,0,1,1,1
49908,140,1,0,2,0,0,1,4,1,0,0,1,0,0
49909,9,1,0,3,1,1,2,4,1,1,0,1,1,1
49912,130,1,0,4,0,1,1,4,1,1,0,1,1,1
49914,130,0,0,4,3,1,1,4,1,1,0,1,1,1
49916,34,0,0,13,2,1,1,4,0,1,0,0,1,1
49922,16,0,0,12,0,0,2,4,1,1,0,1,1,1
49926,130,0,0,12,0,0,2,4,1,1,0,1,1,1
49928,94,1,0,1,3,0,1,4,1,1,0,1,1,1
49929,134,1,0,2,2,1,3,4,1,1,0,1,1,1
49932,9,1,0,2,3,0,1,4,1,0,0,1,1,1
49933,9,1,0,2,0,0,2,4,1,0,0,1,1,0
49939,130,1,0,10,2,1,1,4,1,1,0,1,1,1
49944,6,1,0,2,3,1,2,4,0,0,0,1,0,0
49948,34,1,0,2,0,0,1,4,1,0,0,1,0,1
49949,130,1,0,3,0,0,2,4,1,1,0,1,1,1
49951,130,1,0,2,0,1,1,4,1,0,0,1,0,0
49953,26,0,0,2,3,1,2,4,1,1,0,1,1,1
49954,9,0,0,3,0,1,0,4,1,1,0,1,0,1
49957,15,1,0,2,2,1,2,3,1,0,0,1,1,1
49966,165,1,0,12,0,0,3,4,0,1,0,1,1,1
49967,49,1,0,12,1,1,3,4,0,0,0,1,1,1
49968,49,1,0,12,1,1,3,4,0,0,0,1,1,1
49972,16,0,0,12,0,0,2,4,1,0,0,1,1,1
49973,130,0,0,3,0,1,1,4,1,1,0,1,0,1
49974,53,1,0,2,0,1,2,2,1,1,0,1,1,1
49975,165,1,0,4,3,0,1,4,1,0,0,1,1,1
49989,106,1,0,2,0,1,1,3,1,1,0,1,1,0
49992,84,1,0,10,2,1,2,2,1,1,0,1,1,1
49993,34,1,0,2,2,0,1,4,1,1,0,1,0,0
50002,106,1,0,5,0,0,2,3,1,1,0,1,1,1
50006,165,1,0,2,3,1,2,4,1,0,0,1,1,1
50010,9,0,0,5,0,0,2,4,0,0,1,1,1,0
50013,130,0,0,3,0,0,2,4,1,1,0,1,0,1
50015,34,1,0,4,0,0,1,4,1,0,0,1,0,0
50019,140,1,0,4,0,0,2,4,1,0,0,1,0,0
50020,130,1,0,2,0,0,2,4,1,1,0,1,1,0
50025,130,1,0,3,0,0,2,4,1,0,0,1,0,0
50027,89,0,0,13,0,1,0,2,1,0,0,1,1,1
50029,106,1,0,0,3,0,2,4,1,1,0,1,1,1
50033,130,0,0,2,0,0,2,4,1,1,0,0,1,0
50034,130,0,0,6,0,1,1,4,1,1,0,1,0,0
50035,9,0,0,6,3,1,1,4,1,1,0,1,0,1
50036,130,0,0,6,0,0,1,4,1,1,0,1,0,1
50037,130,1,0,2,0,1,2,4,1,1,0,1,1,0
50039,130,0,0,6,1,1,2,4,1,1,0,1,1,1
50040,130,1,0,13,3,0,2,4,1,1,0,1,1,0
50041,130,1,0,0,3,0,2,4,1,0,0,1,1,0
50042,130,1,0,2,3,1,2,4,1,0,0,1,1,1
50043,106,1,0,3,3,0,2,4,1,0,0,1,1,1
50044,130,1,0,3,3,0,2,4,1,1,0,1,1,1
50045,34,1,0,14,0,0,1,4,1,1,0,1,1,1
50047,89,0,0,13,0,1,0,2,1,0,0,1,1,1
50048,106,1,0,5,0,1,1,3,1,1,0,1,0,1
50052,130,0,0,3,0,1,1,4,1,1,0,1,1,1
50053,130,0,0,5,0,1,2,4,1,1,0,1,1,1
50054,130,0,0,3,0,0,2,4,1,1,0,1,1,0
50059,130,1,0,2,0,0,2,4,1,1,0,1,1,0
50061,165,1,0,0,0,1,3,3,1,0,1,1,0,1
50062,130,1,0,13,0,1,2,4,1,0,0,1,1,1
50063,112,0,0,4,0,1,1,4,1,1,0,1,1,0
50064,34,1,0,3,0,0,2,4,1,0,0,1,1,0
50065,84,1,0,0,0,1,1,3,1,0,0,1,0,0
50066,33,1,0,2,0,0,2,4,1,1,0,1,0,1
50067,130,1,0,14,0,1,1,4,1,0,0,1,0,0
50068,140,1,0,14,0,1,1,3,1,0,0,1,0,0
50070,140,1,0,2,0,0,2,4,1,1,1,1,1,0
50072,34,1,0,14,0,1,1,4,1,1,0,1,1,0
50073,130,1,0,4,3,1,2,4,1,1,0,1,1,0
50074,34,1,0,4,0,0,1,4,1,0,0,1,1,1
50077,34,0,0,13,0,1,1,4,1,1,0,1,0,0
50078,34,0,0,4,0,1,1,4,1,1,1,1,0,0
50079,34,0,0,14,0,0,2,4,1,1,0,1,0,0
50086,9,0,0,1,2,1,2,4,1,1,0,1,0,0
50094,130,1,0,13,0,0,2,4,1,1,0,1,1,1
50115,142,1,0,2,0,0,2,4,1,0,0,1,0,1
50129,94,1,0,2,3,0,3,3,1,0,0,1,1,1
50130,49,1,0,14,3,0,3,4,1,0,0,1,1,1
50131,49,1,0,4,3,0,3,4,1,0,0,1,1,1
50193,44,0,0,2,1,0,2,3,1,0,0,1,1,1
50194,44,0,0,12,1,1,2,4,1,0,0,1,1,1
50195,44,0,0,5,1,0,2,4,1,0,0,1,1,1
50196,44,0,0,4,1,1,2,4,1,0,0,1,1,1
50197,44,0,0,6,1,1,2,4,1,0,0,1,1,1
50198,44,0,0,6,1,0,2,3,1,0,0,1,1,1
50199,44,0,0,3,1,0,2,4,1,0,0,1,1,1
50200,11,1,0,4,1,1,3,4,0,0,0,1,1,1
50201,11,1,0,9,1,1,3,4,0,0,0,1,1,1
50202,11,1,0,9,1,1,3,4,0,0,0,1,1,1
50203,11,1,0,6,1,1,3,4,0,0,0,1,1,1
50227,9,1,0,3,0,1,1,4,1,0,0,0,0,1
50253,160,1,0,4,3,1,3,3,1,1,0,1,1,1
50255,54,1,0,2,0,0,3,3,1,1,0,1,1,1
50281,49,1,0,14,0,0,3,4,1,0,0,1,1,1
50287,130,1,0,13,1,0,2,4,1,0,0,1,1,1
50290,94,1,0,10,3,0,2,4,0,0,0,1,1,1
50291,106,1,0,5,0,0,2,3,0,0,0,1,1,1
50294,152,1,0,2,0,0,2,4,0,1,0,1,1,1
50297,101,1,0,13,0,1,2,4,0,0,0,1,1,1
50300,62,1,0,10,3,0,3,4,1,1,0,1,1,1
50301,116,1,0,5,1,1,2,4,0,0,0,1,1,1
50302,116,1,0,13,1,1,2,4,0,0,0,1,1,1
50314,33,0,0,2,1,0,3,4,1,1,0,1,1,1
50367,134,0,0,13,0,1,3,3,1,1,0,1,1,1
50368,49,0,0,2,1,1,3,4,1,0,0,1,1,1
50386,165,1,0,2,0,1,3,4,1,1,0,1,1,1
50396,140,1,0,14,3,0,2,4,1,0,0,1,0,1
50398,142,0,0,2,1,1,0,4,0,0,0,0,1,1
50399,145,1,0,13,1,1,2,4,0,0,0,1,1,1
50400,145,1,0,14,1,1,2,4,0,0,0,1,1,1
50423,106,1,0,2,3,0,2,4,0,0,0,1,1,1
50424,106,1,0,2,0,1,2,4,0,0,0,1,1,1
50458,10,1,0,0,0,0,1,3,1,1,0,1,0,0
50464,106,1,0,3,3,0,2,4,1,1,0,1,1,1
50484,24,1,0,2,2,1,2,4,1,1,0,1,1,1
50488,52,1,0,4,3,1,2,4,1,1,0,1,1,1
50489,16,1,0,1,3,1,2,4,1,1,0,1,1,1
50492,165,1,0,13,0,1,3,3,1,0,1,1,1,1
50499,106,1,0,14,3,0,2,4,1,1,0,1,1,1
50511,95,1,0,12,1,0,2,3,1,0,0,1,1,1
50515,94,1,0,10,1,0,2,4,0,0,0,1,1,1
50516,94,1,0,12,1,0,2,4,0,0,0,1,1,1
50517,94,1,0,12,1,0,2,4,0,0,0,1,1,1
50518,130,1,0,3,0,1,2,4,1,0,0,1,1,1
50523,130,1,0,13,3,0,2,4,0,0,0,1,1,1
50533,165,0,0,0,1,0,2,4,1,0,0,1,1,1
50534,165,0,0,0,1,0,2,4,1,0,0,1,1,1
50535,101,0,0,13,3,1,3,4,1,0,0,1,1,1
50538,34,1,0,1,3,1,2,4,1,1,0,1,1,1
50539,106,1,0,2,0,0,2,4,1,1,0,1,1,1
50540,94,1,0,0,1,1,2,4,0,0,0,0,1,1
50541,94,1,0,0,1,1,2,4,0,0,0,0,1,1
50543,165,0,0,2,3,0,2,4,1,1,0,1,1,1
50546,15,1,0,4,3,1,2,4,1,1,0,1,1,1
50547,106,1,0,2,3,0,1,4,1,1,0,1,1,1
50548,106,1,0,2,3,1,1,4,1,1,0,1,1,1
50549,106,0,0,2,3,0,2,4,1,1,0,1,1,1
50551,106,1,0,14,3,0,2,4,1,1,0,1,1,1
50561,16,1,0,4,3,0,3,4,0,0,0,0,1,1
50562,130,1,0,1,3,0,2,4,0,0,0,0,1,1
50563,38,1,0,1,0,1,1,4,0,0,0,0,1,1
50566,130,0,0,3,0,1,1,4,0,0,0,0,1,0
50567,106,1,0,2,0,0,1,4,1,0,0,0,1,1
50570,106,1,0,3,3,1,2,4,1,0,0,0,1,1
50574,84,1,0,2,0,0,1,3,1,1,0,1,1,1
50575,106,1,0,2,0,1,2,4,1,1,0,1,1,1
50579,56,0,0,10,0,1,2,3,1,0,1,1,1,1
50592,94,1,0,10,0,1,2,4,0,1,0,1,1,1
50593,130,1,0,4,3,1,2,4,0,0,0,1,1,1
50600,106,1,0,2,3,0,2,4,1,0,0,1,1,1
50601,6,1,0,10,0,1,2,4,1,0,0,1,1,1
50609,49,1,0,4,0,1,3,4,1,0,0,1,1,1
50610,106,1,0,3,0,0,2,4,1,1,1,1,0,1
50611,49,1,0,14,2,1,3,4,1,1,1,1,0,1
50616,142,0,0,2,0,1,1,4,1,1,0,1,1,1
50621,165,1,0,3,3,0,2,4,1,1,0,1,1,1
50623,165,1,0,2,1,1,2,4,0,1,0,1,1,1
50629,116,0,0,2,0,0,2,3,1,1,0,1,1,1
50630,140,1,0,2,1,1,2,4,0,1,0,1,1,1
50631,94,1,0,12,1,0,2,4,0,0,0,1,1,1
50632,94,1,0,13,1,0,2,4,0,0,0,1,1,1
50634,24,1,0,2,1,1,1,3,1,0,0,1,1,1
50635,24,1,0,2,1,1,1,3,1,0,0,1,1,1
50636,24,1,0,2,1,0,1,3,1,0,0,1,1,1
50639,84,1,0,14,2,1,1,4,0,1,0,0,1,1
50656,130,1,0,13,3,1,2,4,1,0,0,1,1,1
50657,133,0,0,2,0,1,3,3,1,0,0,0,1,1
50658,133,0,0,10,0,0,3,3,0,0,0,1,1,1
50678,165,1,0,14,1,0,2,4,0,0,0,1,1,1
50688,34,1,0,3,1,1,2,4,1,1,0,1,1,1
50691,25,1,0,4,0,1,2,4,1,1,0,1,1,1
50693,9,1,0,6,3,0,2,4,1,1,0,1,1,1
50694,130,1,0,0,3,1,2,4,1,1,0,1,1,1
50695,130,1,0,0,0,1,1,4,1,1,0,1,1,1
50696,84,1,0,0,0,0,2,3,1,1,0,1,1,1
50697,94,1,0,4,3,0,2,4,0,0,0,1,1,1
50698,94,1,0,4,3,0,2,4,0,0,0,1,1,1
50707,34,1,0,10,0,0,1,4,1,1,0,1,1,1
50708,106,1,0,2,1,1,2,4,0,1,0,1,1,1
50710,124,0,0,2,2,1,3,4,1,1,1,1,1,1
50719,24,1,0,2,0,1,2,4,1,1,0,1,1,1
50720,34,1,0,4,3,0,2,4,1,1,0,1,1,1
50721,94,1,0,13,3,0,2,4,0,0,0,1,1,1
50725,37,0,0,3,3,1,2,4,1,1,0,1,0,0
50726,78,1,0,2,2,0,2,3,1,1,0,1,1,1
50730,13,1,0,14,3,0,2,3,1,0,0,1,0,1
50741,16,1,0,5,0,1,3,4,1,1,0,1,1,1
50748,130,1,0,4,3,1,2,3,1,0,0,1,1,0
50750,94,1,0,2,0,1,2,4,1,1,0,1,1,1
50752,145,0,0,2,0,1,2,2,1,1,0,1,1,1
50753,145,1,0,2,3,0,2,4,1,1,0,1,1,1
50756,152,1,0,2,0,1,2,4,1,1,0,1,1,1
50757,94,1,0,4,0,1,2,4,1,1,0,1,1,1
50761,130,1,0,12,0,1,2,4,0,1,0,1,1,1
50769,130,1,0,13,3,1,2,4,1,1,0,1,1,1
50778,165,1,0,14,0,1,3,3,1,0,0,1,0,1
50781,25,1,0,2,3,0,2,4,0,0,0,1,1,1
50783,124,1,0,13,0,0,2,4,1,0,0,1,0,0
50789,106,0,0,14,3,0,2,4,0,0,0,1,1,1
50796,130,1,0,14,0,1,1,3,1,1,0,1,1,1
50807,24,1,0,2,1,0,1,4,1,1,1,1,1,1
50808,24,1,0,2,1,0,1,4,1,1,1,1,1,1
50812,49,1,0,14,0,1,3,4,1,1,0,1,1,1
50814,16,1,0,12,3,1,2,4,1,1,0,1,1,1
50816,171,0,0,12,0,0,2,4,1,0,0,1,1,1
50818,87,1,0,13,2,1,2,2,1,1,0,1,1,1
50822,34,1,0,3,0,0,1,4,1,0,0,1,1,1
50827,34,0,0,12,0,0,2,4,1,1,0,1,1,0
50834,34,1,0,5,0,0,1,4,1,1,0,1,1,0
50835,106,1,0,4,0,0,1,4,1,1,0,1,1,0
50862,106,1,0,2,1,0,2,4,1,0,0,1,1,1
50863,130,1,0,3,3,0,2,4,1,0,0,1,1,1
50893,9,1,0,6,0,1,1,4,1,1,0,1,1,1
50899,26,1,0,12,0,1,2,4,1,0,0,1,1,1
50907,130,1,0,13,3,0,2,4,1,1,0,1,1,0
50909,68,0,0,12,3,0,2,3,0,0,1,1,1,1
50911,95,1,0,5,0,1,1,3,1,0,0,1,1,1
50920,34,1,0,2,3,1,2,4,1,1,0,1,1,1
50924,130,0,0,10,0,0,1,4,1,1,1,1,1,0
50925,130,0,0,6,0,0,1,3,0,0,0,0,1,1
50929,162,1,0,4,0,0,2,4,1,0,0,0,1,1
50930,106,1,0,1,1,0,2,4,1,1,0,1,1,1
50933,24,1,0,2,0,0,2,4,1,1,0,1,1,1
50934,52,1,0,4,0,0,2,4,1,1,0,1,1,1
50935,106,1,0,3,3,1,2,4,1,0,0,1,1,1
50937,106,1,0,2,3,1,2,4,0,0,0,1,1,1
50941,106,1,0,2,3,1,2,3,1,0,0,1,1,1
50944,130,1,0,2,0,0,2,4,1,1,0,1,1,1
50947,106,1,0,2,0,1,1,4,1,0,1,1,1,1
50960,130,1,0,9,3,1,2,4,1,1,0,1,0,1
50978,88,0,0,7,3,1,0,4,1,1,1,1,1,1
50979,165,1,0,4,0,1,3,4,1,0,0,0,0,1
50980,49,0,0,12,0,0,3,4,1,1,0,0,0,1
50981,11,1,0,2,0,0,2,0,1,1,0,1,1,1
50983,165,1,0,3,3,1,2,4,1,1,0,1,1,1
50990,15,1,0,2,0,0,2,4,1,1,0,1,1,1
50997,106,1,0,2,3,0,2,4,1,1,0,1,1,1
50999,171,1,0,12,3,1,1,4,1,1,0,1,1,1
51000,94,1,0,2,3,1,2,4,1,0,0,1,1,1
51006,137,1,0,4,0,1,3,4,1,1,0,1,0,1
51034,106,1,0,6,0,0,2,4,1,1,0,1,1,1
51039,94,1,0,3,3,1,2,4,1,1,0,1,1,1
51043,106,1,0,4,0,1,2,3,1,0,0,1,1,1
51063,24,1,0,2,0,1,2,4,1,1,0,1,1,1
51074,49,0,0,14,0,0,3,4,1,0,0,1,0,1
51085,9,1,0,3,2,1,1,4,1,0,0,0,1,1
51086,106,1,0,3,0,1,2,4,1,0,0,1,1,1
51089,139,1,0,1,0,1,1,4,1,1,1,1,1,1
51097,130,1,0,2,0,1,2,4,1,1,0,1,1,0
51098,106,1,0,14,0,0,2,3,1,1,0,1,1,1
51100,94,1,0,12,3,1,2,3,1,0,0,1,1,1
51103,106,1,0,14,0,1,2,3,1,0,0,1,1,1
51110,106,1,0,2,3,0,2,4,1,1,0,1,1,0
51111,140,1,0,2,1,1,1,4,0,0,0,1,1,1
51114,165,1,0,4,0,0,3,4,1,1,0,1,1,1
51116,106,1,0,2,0,0,2,3,1,1,0,1,0,0
51119,130,1,0,2,0,1,1,4,1,1,0,1,1,0
51124,106,1,0,2,3,0,2,3,0,0,0,1,1,1
51126,106,1,0,14,0,1,2,4,1,0,0,1,1,1
51127,106,1,0,4,0,1,2,4,1,0,0,1,1,1
51130,140,1,0,0,3,1,2,4,1,1,0,1,1,1
51132,106,1,0,14,0,0,2,3,1,0,0,1,1,1
51137,106,1,0,13,3,1,1,3,1,1,1,1,1,1
51145,130,1,0,6,3,0,1,4,1,1,0,1,1,0
51154,106,1,0,2,3,0,2,4,1,1,0,1,0,1
51169,165,1,0,3,0,0,2,3,1,1,0,1,0,0
51171,117,1,0,13,0,1,1,4,1,1,0,1,1,1
51172,162,0,0,13,0,0,2,4,1,1,0,1,1,1
51174,59,1,0,4,3,1,2,4,1,0,0,1,0,0
51180,130,0,0,14,3,0,1,4,1,1,0,1,1,1
51183,16,1,0,12,0,0,2,4,1,0,0,1,0,1
51200,132,1,0,13,0,1,2,4,1,1,0,1,1,1
51201,106,1,0,0,0,0,2,3,1,1,0,1,1,1
51210,130,1,0,3,0,0,2,3,1,1,0,1,1,1
51215,29,0,0,12,0,1,1,4,1,0,1,1,0,1
51219,140,1,0,2,0,0,2,4,1,0,0,1,0,0
51224,106,1,0,2,0,0,2,4,1,0,0,1,0,0
51225,33,0,0,2,0,1,3,4,0,1,0,1,1,1
51230,132,1,0,2,0,1,1,4,1,0,0,1,1,1
51231,30,1,0,2,1,1,1,2,0,0,0,1,1,1
51233,87,1,0,3,1,0,1,4,0,0,0,1,1,1
51234,87,1,0,3,1,1,1,4,0,0,0,1,1,1
51235,87,1,0,2,1,1,1,4,0,0,0,1,1,1
51236,87,1,0,2,1,1,1,4,0,0,0,1,1,1
51247,156,1,0,2,0,1,1,4,1,1,0,1,1,1
51250,16,1,0,12,0,1,3,4,0,1,0,1,1,1
51295,106,1,0,2,0,1,1,4,1,0,0,1,1,1
51298,106,0,0,2,0,0,1,4,1,0,0,1,1,1
51299,130,1,0,13,0,1,2,4,0,0,0,1,1,1
51302,49,0,0,10,3,0,3,4,1,1,0,1,1,1
51323,44,1,0,2,0,1,1,4,1,0,0,0,1,1
51333,94,1,0,2,1,0,2,4,1,1,0,1,1,1
51337,106,1,0,14,0,1,2,3,1,1,0,1,1,1
51348,9,1,0,13,3,0,2,4,1,0,0,1,1,1
51350,13,1,0,10,3,0,2,4,1,0,0,1,1,1
51357,11,1,0,4,3,1,1,3,1,1,0,1,1,1
51358,115,1,0,6,0,0,2,3,1,0,0,1,1,1
51359,108,0,0,13,2,0,3,3,0,1,0,0,0,1
51360,49,0,0,14,3,1,3,4,1,1,0,1,1,1
51367,16,0,0,12,2,1,2,4,0,0,0,0,1,1
51372,116,0,0,3,1,1,2,3,1,0,0,1,1,1
51373,116,0,0,2,1,0,2,3,1,0,0,1,1,1
51374,139,1,0,10,0,1,2,4,1,0,0,1,1,1
51375,116,0,0,2,3,0,2,3,1,0,0,1,1,1
51378,58,1,0,2,3,0,1,4,1,0,0,1,1,1
51380,106,1,0,2,0,1,1,3,1,0,0,1,1,1
51381,106,1,0,12,0,1,2,3,0,0,0,1,1,1
51382,106,1,0,2,0,0,2,4,0,0,0,1,1,1
51385,13,0,0,1,0,1,2,3,1,0,0,1,1,1
51387,116,0,0,3,0,1,2,3,1,0,0,1,1,1
51388,88,1,0,5,3,1,2,3,1,0,0,1,1,1
51389,116,0,0,2,0,1,2,3,1,0,0,1,1,1
51394,152,1,0,12,3,0,2,3,0,0,0,1,1,1
51399,130,1,0,2,3,1,2,4,0,0,0,0,1,1
51402,11,0,0,8,3,1,2,3,1,1,0,1,1,1
51403,94,1,0,1,0,0,2,4,0,0,0,0,1,1
51404,52,0,0,4,0,0,1,3,0,0,0,0,1,1
51405,9,1,0,3,3,0,2,4,0,0,0,0,1,0
51407,130,1,0,6,1,0,2,4,1,1,1,1,0,1
51408,130,0,0,0,0,1,1,4,0,0,0,0,1,0
51412,155,0,0,6,2,0,3,2,1,0,1,1,1,1
51413,52,1,0,1,3,1,1,4,0,0,0,0,1,0
51414,130,1,0,1,0,1,2,4,0,0,0,0,1,0
51415,11,1,0,1,1,0,1,4,1,0,0,0,1,1
51416,58,0,0,1,0,1,1,4,0,0,0,0,1,1
51417,52,1,0,4,0,1,1,4,1,1,0,1,1,1
51418,27,0,0,2,0,1,1,4,1,0,0,1,1,1
51426,106,0,0,2,0,1,1,3,1,1,0,1,1,1
51428,106,1,0,2,0,1,1,4,1,1,0,1,1,1
51452,134,0,0,2,0,1,3,0,1,1,0,1,1,1
51455,67,1,0,3,3,1,2,3,1,1,0,1,1,1
51464,140,1,0,13,2,1,2,3,1,0,0,1,1,1
51465,106,1,0,2,0,0,2,3,1,0,0,1,1,1
51466,116,0,0,5,3,1,2,3,1,0,0,1,1,1
51468,34,0,0,4,0,1,2,4,1,0,0,1,0,0
51469,130,0,0,13,0,0,2,4,1,1,0,1,1,1
51472,130,0,0,6,1,1,1,4,1,0,0,1,1,1
51488,106,1,0,2,1,0,2,3,1,0,0,1,1,1
51489,58,1,0,10,1,0,2,4,1,0,0,1,1,1
51490,88,0,0,3,3,0,1,4,1,1,0,1,1,1
51491,144,1,0,12,0,1,0,2,1,1,0,1,1,1
51499,9,1,0,3,0,1,2,4,1,0,0,1,1,1
51500,130,1,0,3,0,1,2,4,1,0,1,1,1,1
51501,106,1,0,3,3,1,2,4,1,0,0,1,1,1
51510,152,1,0,13,0,0,1,4,1,1,0,1,1,1
51512,130,1,0,13,3,0,2,4,1,1,0,1,1,1
51515,94,1,0,12,0,1,1,4,0,0,0,1,1,1
51534,165,1,0,14,1,0,2,4,1,1,0,1,1,1
51535,132,1,0,7,3,0,2,4,0,1,0,0,1,1
51536,49,0,0,14,3,0,3,4,1,1,0,1,1,1
51561,49,1,0,0,1,1,3,4,1,0,0,1,1,1
51573,12,1,0,4,1,1,2,4,1,0,0,1,1,1
51574,11,1,0,2,3,0,2,4,1,1,0,1,1,1
51575,11,1,0,2,3,0,2,4,1,1,0,1,1,1
51581,144,0,0,12,1,0,0,4,1,1,0,1,1,1
51585,76,0,0,3,0,0,2,4,1,1,0,1,1,1
51589,34,1,0,3,0,1,2,4,0,0,0,1,1,1
51590,16,1,0,12,0,0,2,4,1,0,0,1,1,1
51591,16,1,0,10,3,1,2,4,1,1,0,1,1,1
51592,44,1,0,8,1,0,2,4,1,0,0,1,1,1
51593,44,1,0,13,1,1,2,4,1,0,0,1,1,1
51594,44,1,0,10,1,0,2,4,1,0,0,1,1,1
51595,44,1,0,12,1,1,2,4,1,0,0,1,1,1
51596,44,1,0,12,1,0,2,4,1,0,0,1,1,1
51597,44,1,0,8,1,0,2,4,1,0,0,1,1,1
51600,130,1,0,4,0,0,2,4,0,0,0,1,1,0
51607,9,0,0,14,3,0,2,4,1,1,0,1,1,0
51613,44,1,0,8,3,0,2,4,1,0,0,1,1,1
51614,34,0,0,12,3,1,2,4,1,0,0,1,1,1
51615,44,0,0,12,3,1,2,4,1,0,0,1,1,1
51618,49,1,0,5,0,0,3,4,1,0,0,1,0,1
51621,14,1,0,12,3,1,2,4,1,1,0,1,1,1
51626,155,1,0,0,0,0,3,2,1,1,0,1,1,1
51642,9,1,0,2,3,0,2,4,1,1,0,1,1,1
